BTC,ETH,ADA,BNB,XRP,SOL,DOT,DOGE,MATIC,LTC,date
1.0,-1.0796151636872747e-22,-1.0849912520813957e-22,1.135084467767333e-22,-2.4680911959290746e-23,2.4405561879941964e-24,-1.081369444863442e-22,2.0354307521204126e-24,-1.066814933405612e-22,-1.1185843756319663e-23,2019-07-16
-1.0993627009012647e-22,1.1235472595929714e-22,-1.0920708301797814e-22,1.0,-5.566223451360113e-23,1.5232714853348842e-24,7.064521746075732e-23,1.1298702193108918e-22,-8.22970671859042e-23,1.6730723594820307e-22,2019-07-23
2.605064210133946e-22,0.7421584059864362,8.97213015831027e-22,3.6346754568507907e-22,0.25784159401356377,-1.6462067867903024e-22,4.258364092595283e-22,2.48563117885403e-22,2.948916387542732e-22,7.102187613503656e-22,2019-07-30
1.1302401478670456e-22,1.884696964487775e-24,3.1121995672181018e-24,5.637413505216992e-23,-4.0051843036317237e-23,5.625061492928909e-23,-6.847996456164391e-23,1.0,5.774815738224394e-23,-1.634021391179495e-22,2019-08-06
-5.51505185847184e-23,7.675541336179687e-23,8.370142838339891e-23,1.0,1.9446070052221907e-22,2.8105269455101815e-23,1.6696410741057498e-22,2.780000402614341e-22,1.1144937121243344e-22,8.371005421031525e-23,2019-08-13
1.1557197801462624e-22,5.968979307000868e-23,-1.062909630247402e-22,1.133850533226501e-22,2.2511176183748237e-22,2.2470516744707694e-22,1.703711101613753e-22,1.0,4.704626358919911e-24,1.7169902408229576e-22,2019-08-20
1.0,1.1055901120221928e-22,1.1447196148328876e-24,1.1275677791912848e-22,1.1307965700437266e-22,1.6874744703931356e-22,2.23073396691506e-22,2.248192529456798e-22,2.2361071429025116e-22,1.115123021165983e-22,2019-08-27
4.5316002060482296e-24,2.144297544270565e-22,1.778917327043281e-22,7.823207456490141e-23,1.7127192494285523e-22,5.678859977262646e-25,4.57665497775595e-23,0.5022555944225616,0.49774440557743843,6.945794442958099e-23,2019-09-03
-5.521470102942054e-23,1.0,1.6679606018142518e-22,8.379454442725631e-23,1.1141699025183339e-22,-1.1058305218820313e-22,-1.1070204607026217e-22,-1.666033776651404e-22,3.427048099291691e-25,3.4164274353538513e-25,2019-09-10
8.537061588791413e-23,1.1583558066896027e-22,5.83318523266149e-23,-1.9222385342074626e-22,-6.541089853823155e-23,3.0647538616446504e-24,-1.074551524920785e-22,-1.6393780644202172e-22,1.0,-1.0741198996341228e-22,2019-09-17
-1.1096452132256979e-22,-2.2169436081680824e-22,1.0,5.54725119313145e-23,-1.1079430874419086e-22,-1.8701495079462948e-22,-1.6651866959778924e-22,-1.3870175916621647e-22,-7.607072341226975e-23,1.2639999635637123e-25,2019-09-24
7.81483763997463e-24,1.1436172193736235e-22,-1.340354656710412e-22,7.060240328852166e-24,6.223874071930288e-23,3.3989356184422835e-23,-2.1773663763882362e-23,1.0,-5.1845725700660907e-23,-1.0658053451130274e-22,2019-10-01
-4.49724051016398e-23,-2.1253726423943405e-22,-4.5839207251944824e-23,9.476553303596125e-24,3.972329929113519e-24,1.0,6.435094299871853e-23,6.292725852046127e-23,9.394629553974453e-23,6.558595972189748e-23,2019-10-08
-2.888029068386406e-22,-1.802255053858884e-22,0.5728615919995811,-2.330681498375432e-22,-6.674801834150087e-23,0.42713840800041897,-1.3005039320008106e-22,5.884738834023861e-23,-2.9908441089252555e-22,-2.2699429985722846e-22,2019-10-15
2.2031780106170654e-22,2.737485079543562e-22,1.65038528969973e-22,1.6322794542050839e-22,3.310846034779868e-22,8.267113336912086e-23,1.3530503454192817e-22,1.0,1.0722923360531996e-22,1.0888086553116095e-22,2019-10-22
-1.0612716574750978e-22,-2.177588388578873e-23,-1.0993000965146404e-22,-1.0854453264581572e-22,-1.096228208255058e-22,-1.0716614736257913e-22,1.0,2.015421457037597e-24,-9.176143572855084e-23,-1.6124852633796768e-22,2019-10-29
-1.1408026696515716e-22,-4.404250625695732e-24,-3.1987488756732446e-23,-1.168315047809455e-22,-1.1627988211798238e-22,-5.600581425424473e-23,1.0,-1.1976674559926432e-22,-1.160771260466939e-22,-8.808348558735093e-23,2019-11-05
1.6890338017681689e-22,1.124890461692161e-22,1.0,5.646795278395066e-23,2.794206663163322e-22,2.6882508393286956e-24,2.66337968432381e-24,1.1161635444001505e-22,3.1353102057792917e-24,2.228780554458812e-22,2019-11-12
1.68493519446974e-22,1.1209610391579963e-22,1.122940962640819e-22,1.1209426494698483e-22,1.0,1.1222762187453835e-22,1.680926260333822e-22,2.7914276697673104e-22,4.26681921384819e-26,2.8344422468466e-23,2019-11-19
1.0,-1.109510474958788e-22,-5.542246933493003e-23,-1.110498442592335e-22,4.863713514085591e-26,5.538011740591069e-23,-1.179434452006289e-25,-1.942195554236021e-22,1.110228845526116e-22,-1.1092122427963772e-22,2019-11-26
-1.6142503707588774e-22,-1.590351387900063e-22,-2.309644100966143e-22,-1.289992076360222e-22,-2.7296968622667457e-22,1.521877734323113e-23,1.0,-1.5875441212361702e-22,-1.1488418536961793e-22,-1.0676155906856683e-22,2019-12-03
-1.6560109195617797e-22,1.0,-5.317640511292195e-23,-1.099055196449285e-22,-2.4832416347123837e-22,2.977767536920634e-23,-8.252577432079153e-23,1.0570125644835926e-24,1.1267923271418932e-22,-5.43653314132071e-23,2019-12-10
-1.094453542797544e-22,-8.173867363850249e-23,1.123705403093309e-22,-5.31480980873407e-23,1.0,2.947584241768241e-23,-1.6495507968427052e-22,-5.46971051266396e-23,-5.400745654036627e-23,1.742979775342384e-24,2019-12-17
1.711253937531469e-24,9.0421272433272e-25,1.0,-8.075850835584257e-23,-1.0932321256226813e-22,-1.6595620337762322e-22,-2.2121931345353093e-22,-1.649982434921394e-22,-1.6467058942567294e-22,1.121423620344211e-22,2019-12-24
-4.930477171912701e-23,1.5712345012303725e-22,1.68892118479423e-22,3.0446134200156043e-23,2.807420784579978e-22,8.692917956223447e-23,1.713904524209189e-22,1.0,2.4048525336634014e-22,2.2595759111220517e-22,2019-12-31
2.1161898480320293e-25,-1.1077937248339666e-22,1.250771678511578e-22,-1.6626240081072774e-22,-5.527682374943987e-23,1.6664512686667993e-22,1.0,4.0326406695299224e-25,-1.6620264890430697e-22,1.665452935971033e-22,2020-01-07
1.1180194664212807e-22,1.3957892433571435e-22,1.6742916381582092e-22,-3.0356453599318556e-23,1.119938703019554e-22,1.116757716221226e-22,-2.743569430662291e-23,-1.65856134126932e-22,1.1140430276076829e-22,1.0,2020-01-14
1.1195333982426246e-22,1.1191292163367788e-22,-1.0989382531972823e-22,-2.212719547611154e-22,1.0,1.1150562844886626e-22,5.482653164024414e-25,1.3593270246862673e-25,1.6742040053258814e-22,1.6681800675095012e-22,2020-01-21
-2.2017948856156135e-22,-3.8482335440732727e-22,-1.8889816283361895e-22,-2.172792024711683e-22,-2.1376697142027535e-22,-4.1164142028565093e-22,-2.183166352749468e-22,-1.7597570427162262e-22,1.0,-2.1745954472769026e-22,2020-01-28
5.551076898814542e-23,5.559558195781917e-23,1.0,-2.783510313714675e-23,1.1128349718106247e-22,1.0233560878295763e-25,-5.553012990427539e-23,1.1103346035008545e-22,-1.6645523159781076e-22,1.1110134781985147e-22,2020-02-04
1.1431052028667803e-22,2.1143547604167405e-22,3.992113588437841e-22,3.632244365261863e-22,3.273898477656924e-22,3.9045817672799404e-22,3.923673507764126e-22,1.151019555111963e-22,1.0,8.752172728703236e-23,2020-02-11
5.69914083863653e-23,1.6731706849156316e-22,-5.448817007967348e-23,-1.6540150118426428e-22,5.604007680757074e-23,1.1251852093234496e-22,1.0,1.1120586694092367e-22,-1.242737644091641e-22,5.561600048682252e-23,2020-02-18
-6.820262647076936e-23,1.6796455194784395e-22,1.0,-5.36897265663398e-23,6.977600997995209e-23,2.9948812562670034e-23,1.1198178116612397e-22,1.6721237719736135e-22,1.547003900386895e-22,8.37835271134242e-23,2020-02-25
1.9987058103084746e-24,1.4145732811110098e-22,-1.1109533944535941e-22,1.0,5.740495091879399e-23,-5.425841977137993e-23,-1.1033750048136952e-22,9.62659324711735e-23,-1.090438545972828e-22,-1.6548493826804501e-22,2020-03-03
1.6459941832277412e-22,2.6398806373462784e-23,2.759807106823163e-22,2.1511504523167433e-22,1.0,-1.1387288487947575e-22,-5.687545210027385e-23,-5.772850072185245e-23,5.30263631424365e-23,-5.976469546380397e-23,2020-03-10
-1.3877958336098218e-22,1.0,-6.926866131099648e-24,-1.6646623384124107e-22,-1.6655883033044405e-22,-1.110770939546679e-22,-2.7707874660424715e-23,-1.6653152280472604e-22,-1.1102321928616927e-22,-8.3244547569641e-23,2020-03-17
2.7971158293245692e-22,3.0670007456726357e-22,1.0,2.236668991309774e-22,1.548872025092449e-22,2.2326255606639527e-22,1.1231534919144845e-22,2.786923032117105e-22,3.3407318760997706e-22,1.1245063432308444e-22,2020-03-24
1.0,2.0907258890169222e-23,-1.109148070818334e-22,-1.9425273158565393e-22,4.1689942918071705e-23,1.1103276881682034e-22,-1.9417674488212956e-22,-2.775015874860028e-22,2.786890795200657e-23,2.5113725881381123e-26,2020-03-31
-1.80360850701487e-22,-1.6650230247812807e-22,1.0,-5.546814763346763e-23,-4.1584148567909106e-23,-4.0248185288421766e-22,-3.885279592371497e-22,-1.1096309410448078e-22,-2.2206270981535523e-22,-3.3304530504289556e-22,2020-04-07
5.957579388804222e-22,-1.6586718927454444e-22,-1.3693294133583694e-21,0.9525885537856645,-4.578590198186092e-22,3.7984654163794107e-22,-3.7565021235060746e-22,4.912839553245066e-22,5.787808207930572e-22,0.04741144621433542,2020-04-14
3.365386517705937e-22,2.2535094086553787e-22,2.284591151644461e-22,2.2338912917689063e-22,1.7102024881423558e-22,2.2611757487288607e-22,1.1304997715127515e-22,1.1496950010220528e-22,1.0,2.266425837801713e-22,2020-04-21
1.5152603309010567e-24,-1.088267673195885e-22,-2.7658324679402906e-22,1.0,-8.229437163393917e-23,-9.586029882783934e-23,2.7922597502430055e-23,5.66663434403529e-23,-8.218046233866693e-23,-1.0998669408111413e-22,2020-04-28
-1.0817463525390466e-22,2.8104405993685384e-22,3.4400014294868716e-22,1.5460522091306684e-22,0.42970003258578393,-6.962234968576291e-22,-4.906120256997076e-24,1.8196717203850576e-22,1.049226974271517e-23,0.5702999674142161,2020-05-05
-1.1216393239433145e-22,-1.1337335842583382e-22,-1.1389398537642055e-22,5.2144234693160493e-23,-1.1382046605069622e-22,-1.1267406433943512e-22,1.0,-1.6815870550328694e-22,-1.1084321296652603e-22,-1.1353740031234498e-22,2020-05-12
2.078125599899697e-24,1.423828144927398e-24,1.1255524140060683e-22,1.1269136855189599e-22,1.121240789734586e-22,3.085176345814772e-23,1.1355321827388256e-22,1.307564797039707e-24,1.0,1.8375936954214115e-24,2020-05-19
3.3375072007516195e-22,2.229255732482569e-22,2.783285137845141e-22,1.120980412580345e-22,8.73702226894655e-25,1.1162008484922079e-22,1.0,2.225130963066738e-22,-2.730493871030449e-23,8.330364689781127e-23,2020-05-26
1.111670418734261e-22,1.0,1.1125128092676163e-22,1.5262559480769418e-22,2.2208987772347823e-22,1.6651676524288247e-22,2.7773692495750955e-22,2.2219870882682147e-22,1.6678538719613372e-22,4.442632236545355e-22,2020-06-02
6.386455777945882e-23,4.182189548408761e-23,1.3029140931878448e-23,0.46540665044735585,2.547944660705162e-22,-4.756678738274097e-23,0.5345933495526441,-1.0421210975149998e-22,-5.1683727026005514e-23,-1.2450100422001207e-22,2020-06-09
5.57423507206158e-23,2.2274426554770575e-22,-2.8469162586133843e-22,0.4307320042775971,1.7774974582220517e-22,0.5692679957224029,8.10644735269958e-23,7.251060178447511e-23,-6.0882944652976565e-24,2.069950727989161e-22,2020-06-16
-2.5068365250735967e-23,-2.6169779300011602e-23,-8.121474379779464e-23,1.1178139412232663e-22,1.8224845415849844e-24,5.564038823803359e-23,-5.33580840557292e-23,3.801377328331276e-25,1.6981917435144769e-22,1.0,2020-06-23
5.70507645141825e-23,5.78445954464846e-23,-2.1708915105059556e-22,-2.175086931598683e-22,-5.194377238671723e-23,1.0,1.0196142007400383e-22,-1.6193301402941352e-22,-1.0556373416882583e-22,-2.475367258852538e-22,2020-06-30
2.798891146393517e-23,1.0,2.22191979951152e-22,5.592261828610783e-23,1.6679021818493953e-22,2.225196086592841e-22,2.2239783317586567e-22,1.112330816083146e-22,2.8061588588583717e-23,2.7757958251383607e-22,2020-07-07
-2.7501928883298685e-22,1.5289587718680993e-24,2.1236975189264473e-24,-1.7868199066603444e-22,1.0,-1.6499261141431398e-22,-2.186897997878377e-22,-1.0786233965020962e-22,-1.0957871796347016e-22,-2.1845343022626636e-22,2020-07-14
1.0,3.33191644015551e-22,5.555547408077094e-23,2.220294292713671e-22,3.3309098431865e-22,1.6658711375683532e-22,5.549090748738579e-23,3.33211003610493e-22,1.1123238333699099e-22,1.1123038632944644e-22,2020-07-21
2.051776603852771e-22,-1.6427122320346022e-22,0.6492250070445854,-4.201702501377438e-23,1.8757776786646089e-22,-2.257561803673089e-22,-2.998717007950904e-22,-8.889532821971045e-23,-8.014941837289956e-23,0.3507749929554146,2020-07-28
3.2790677102626985e-22,1.0571535913046605e-22,1.0,1.6414467336686528e-22,5.150716652504088e-23,2.209468576909767e-22,3.275897692336442e-22,3.3107654527616593e-22,1.0934842519004476e-22,1.0618016472416645e-22,2020-08-04
-4.0231339772615745e-23,-5.634318950456783e-22,1.0108270273269845e-21,8.668716536777746e-22,0.8155923609077167,0.1844076390922833,-3.0504797004748836e-22,5.32008128682281e-22,-6.897854955902222e-22,6.559876142291939e-23,2020-08-11
-1.0816093892260128e-22,-1.065876087262409e-22,3.631980861995914e-24,-1.0802781478374088e-22,1.1376771495971232e-22,-5.1385735917127235e-23,1.1505894843704703e-22,1.0,6.016083232501194e-23,1.6756035768060935e-24,2020-08-18
1.0361226168563286e-22,-7.370746302590914e-24,7.792598334259629e-23,2.173984138207626e-22,2.5547795629279934e-22,6.109371888600237e-23,1.0,1.0275680834445903e-22,2.1745449325765405e-22,-6.177839156879716e-23,2020-08-25
-1.1011484068523332e-22,-1.1054350889289587e-22,-2.217436138343008e-22,-2.7396881904811035e-23,-8.268188141252448e-23,5.114654982861256e-25,-1.657432077538884e-22,-1.1032493545325624e-22,1.0,-5.441987325041629e-23,2020-09-01
2.2225995106328515e-22,1.0,1.1110154654192536e-22,1.110350779725421e-22,2.2223451022282495e-22,1.1106693344161609e-22,1.1119330231186307e-22,2.2204791868185643e-22,1.3896990974041012e-22,1.6676616966933997e-22,2020-09-08
-3.037504584106246e-22,5.227455967850637e-25,-1.376547801863717e-22,-1.087551515610656e-22,1.0,1.080295370011417e-24,1.966591568664931e-24,1.0603718188704695e-24,8.48843201566041e-23,1.6845857100528355e-22,2020-09-15
5.233743428696859e-23,-1.1609719910161346e-22,1.6304755844312276e-22,1.0888804947095027e-22,-3.948302785943742e-24,1.0,2.1851126585242213e-22,3.3011043573338153e-22,2.1894636863902157e-22,2.202442203396467e-22,2020-09-22
-8.211270859199473e-23,1.1280036452177582e-22,-5.41859479882265e-23,-1.9262230069376751e-22,1.3722393688427451e-24,-1.0948309149958957e-22,1.1264355802896875e-22,1.1220402779751662e-22,-5.354107246064642e-23,1.0,2020-09-29
2.6653542239696217e-24,-1.1034728569923827e-22,1.1351501854736385e-22,-2.744728997336547e-23,1.5718998917760462e-24,1.0,-1.6527777099365625e-22,2.0741111776569205e-24,2.8383860528649983e-23,1.1261448319828917e-22,2020-10-06
1.0,1.1087891569713846e-22,1.1594058205868317e-26,5.557473901933769e-23,1.1090170784158326e-22,3.3308367114048733e-22,2.7741936668745615e-22,1.7707983057414257e-25,1.1089080374469848e-22,-1.671595148827676e-25,2020-10-13
5.858629947091258e-23,2.2677411821177404e-22,2.2874905790482033e-22,5.837351893118208e-23,1.1932511540005281e-22,1.0,2.2800509040041034e-22,1.1678793648310672e-22,1.133607267736408e-22,-1.0312939982231724e-23,2020-10-20
6.947594046881869e-23,5.561158792709717e-23,2.774170005384599e-23,-5.552668672055784e-23,1.9446887774458459e-22,-1.1091297754160124e-22,1.0,5.565261740476462e-23,-8.314150948484418e-23,5.562891582233338e-23,2020-10-27
-2.1702966540591554e-22,-1.349830745143053e-22,-2.248800956433543e-22,-1.6212976826628284e-22,-1.092481722256665e-22,-2.2072128913357137e-22,-1.0584664508320959e-22,-2.218523338053233e-22,-1.053951004131189e-22,1.0,2020-11-03
-1.0858804835690774e-22,-2.0553083958707594e-23,1.4915379777390772e-23,-1.8385038352475334e-22,4.0157503762378807e-23,4.964553007794305e-23,-5.145855692800193e-23,1.9679971806067835e-22,0.4964643090387004,0.5035356909612996,2020-11-10
2.775947657867012e-22,1.6649096964997837e-22,1.0,-5.54033840525011e-23,2.497720197827747e-22,1.1109782616065166e-22,3.330893956629501e-22,1.5287512121716176e-22,2.7839650400264265e-23,3.3312398381784436e-22,2020-11-17
2.7785312134697605e-22,1.0,3.611458416029666e-22,1.6670510856427645e-22,2.2247971551340983e-22,1.6700319852295357e-22,1.114230272980297e-22,1.3918234066453707e-22,3.3333552806154346e-22,5.58319661140876e-23,2020-11-24
3.042188259254755e-23,-1.6224668266862526e-22,-1.6059754316345138e-22,-1.0523588267913262e-22,-7.471235161147286e-23,-1.3799059609395677e-22,-4.185256253805974e-23,1.7972761547060927e-24,1.0,-3.2898954407356947e-22,2020-12-01
1.1155457150873432e-22,4.9354186076008064e-23,8.390043410594374e-23,3.7863274800408123e-25,-1.1061778141977693e-22,1.3972508050256613e-22,2.781179470943213e-23,2.222460366392897e-22,1.0,1.1179686247442364e-22,2020-12-08
1.3875447052064339e-22,2.2094927254982273e-22,-1.4675547804002525e-24,5.487024332895989e-23,5.278280513439979e-23,1.0910116899129916e-22,8.073093437848712e-23,1.0,1.1041789158676518e-22,2.6012284057678567e-23,2020-12-15
-5.515756332946174e-23,-5.539123933702776e-23,2.2236835520105604e-22,8.392550465671282e-23,-1.1079876421748723e-22,-1.1074509375919247e-22,1.115458005071447e-22,1.0,5.597250089086959e-23,-5.873017936460009e-23,2020-12-22
7.665189800267087e-25,2.819145983215323e-23,-8.189809729407398e-23,-1.097282896434336e-22,2.232044237769242e-22,-5.45347787568338e-23,1.0,-5.524852914841788e-23,4.991929041459705e-25,-5.53599184714396e-23,2020-12-29
1.1126917848896423e-22,2.341943338623237e-25,-1.108859109404748e-22,8.333463148601631e-23,-1.1067552918809013e-22,-8.298880207970099e-23,1.0,2.302169310745664e-25,1.669430085129224e-22,-1.1003404497970458e-23,2021-01-05
1.0,1.1103084374006291e-22,1.185476641205936e-25,-1.1094880994430645e-22,1.111745766737401e-22,-1.1098040784567264e-22,-5.547400487368879e-23,1.1118532464626949e-22,1.111541662089906e-22,1.349365406271677e-25,2021-01-12
-1.108865153342692e-22,-5.521308240779143e-23,1.6685043979177736e-22,2.633025994561073e-25,1.0,-5.527461064870371e-23,-2.772729963776094e-22,1.8692055682537975e-25,4.199509259444192e-23,2.814614553707142e-23,2021-01-19
2.0168493942919573e-22,-2.681589253263341e-23,0.709258233887466,-2.1036909825148691e-22,6.084952759368135e-22,5.044047596128854e-22,1.8166021389196216e-22,0.290741766112534,5.552917994595552e-22,7.343960710975252e-22,2021-01-26
-2.229608548380795e-22,-3.3387625050567433e-22,-2.7835084418725473e-22,-2.2436240256045946e-22,1.0,-5.017722358569427e-22,-3.3397590541641956e-22,-2.2341734429401344e-22,-4.4523118192597725e-22,-1.1240859994601656e-22,2021-02-02
-1.0767251616614209e-22,-1.368968319135315e-22,2.4738777989717363e-24,2.3851933210719233e-24,-5.2931586721633227e-23,-1.0775134578300561e-22,5.918005819696314e-23,1.0,3.0229079121699296e-24,-1.628688763266573e-22,2021-02-09
-5.552922031144419e-23,1.7079235955901032e-25,1.0,-1.1084955435895738e-22,2.3796507589295652e-25,-2.759818860288279e-23,1.5803573762374395e-25,-5.542194709206259e-23,-2.0110091494318903e-22,1.9436944171808866e-22,2021-02-16
-7.041427867265067e-23,-2.506505624363023e-22,-2.3501428951932776e-22,-1.1189125966151712e-22,1.0,-2.786932140748851e-22,-3.0516004567256427e-22,-2.232045659132504e-22,-1.399614457958915e-22,-3.347690048639658e-22,2021-02-23
1.3490921971469583e-21,0.7813684538606988,-2.130416925827586e-21,6.9473525356736e-21,0.21863154613930127,-4.512070713766347e-21,-2.1101729004923973e-21,-8.975062767853765e-22,-1.3165425131738253e-21,2.396757934329599e-21,2021-03-02
5.571619661315625e-23,-1.6652096399510985e-22,1.0,1.7833595906172686e-26,-8.327877986814833e-23,-8.311901117567913e-23,5.558025553212199e-23,1.111611753120892e-22,1.1093428654434405e-22,-2.2183004952167147e-22,2021-03-09
-1.1086882821689089e-22,-1.1054289801873239e-22,-1.6620133988015346e-22,1.0,1.6650587967267338e-22,-2.2167569586011558e-22,-1.663550580402945e-22,1.1152476493560944e-22,3.2610404106936956e-25,-2.2164469108123138e-22,2021-03-16
-1.1080402129287095e-22,-1.1073354869202215e-22,-2.2167233394910093e-22,1.0,1.112925752013075e-22,-2.5948900009160804e-26,-4.1465735521284207e-23,1.6665640892654592e-22,1.2796921634166675e-25,1.1505804392096716e-25,2021-03-23
-1.0934593278555545e-22,-1.895120131181536e-22,5.754346969451032e-23,5.632417833723872e-23,1.0,3.055759604098833e-23,1.147347099118108e-22,5.765657650330818e-23,5.792621349867732e-23,1.738302635983512e-24,2021-03-30
-1.08805469563121e-22,1.670639986182873e-24,2.243450735828506e-22,1.1255262483526587e-22,8.466537135013682e-23,2.6057494786262803e-24,2.9006594846832325e-23,2.2330026373245026e-22,1.0,2.083340060616729e-24,2021-04-06
-2.775911874704943e-22,-2.220350095524622e-22,1.0,-8.325701959151578e-23,-5.547551278747209e-23,1.0622977518963446e-25,7.604972958179937e-26,-1.1099869423387172e-22,-2.2192569209017826e-22,-2.3583861930528067e-22,2021-04-13
1.086415013465117e-22,-3.1212347555515435e-24,-5.906240523669454e-23,1.0878226923785417e-22,1.0739605707701268e-22,1.076933274800835e-22,1.6498375336146124e-22,1.0,1.0891222386456062e-22,1.1029054445504e-22,2021-04-20
1.687820742050744e-22,1.1397140653529347e-22,1.6899558929602643e-22,1.0,1.1408503469024578e-22,2.978045863957661e-24,-1.0905682838014525e-22,5.672647774440117e-23,1.1251709575805281e-22,2.1760797280740092e-24,2021-04-27
1.1280139007330823e-22,2.7818927182210365e-22,1.13726367111188e-22,2.5342040785613028e-24,1.0,-5.361692491337216e-23,1.6885083653699176e-22,1.711131270431079e-24,-5.11266822942996e-23,2.534674255838626e-24,2021-05-04
-8.059438095341965e-23,3.2274294309914977e-22,1.3827174710241663e-22,0.9052938608777531,3.5472660540132053e-22,1.27308634266826e-22,0.09470613912224689,9.469656394544953e-23,-2.1087923594664702e-22,1.6085787759594403e-22,2021-05-11
1.1303603084004278e-22,2.2515165795699246e-22,1.6724361251506731e-22,3.277822582201622e-23,2.24215374212736e-22,-5.2845423647335074e-23,3.6238987405411247e-22,1.0,1.1572962717188783e-22,1.3293546543692291e-22,2021-05-18
-2.288462988973437e-22,-6.155727816190233e-23,-4.613521326814046e-24,-1.1925234265028622e-22,-2.277922386944869e-22,-1.760164613796551e-22,-6.19084235323761e-23,1.0,-3.1408231689899655e-22,-3.982998188712149e-23,2021-05-25
-2.775737523387084e-23,1.0,-1.108160282511976e-22,-1.221113401784416e-25,-3.0523064613744283e-22,-3.8861977340128333e-22,1.0806132917414288e-25,-2.5664071783985457e-22,-1.1100025457531997e-22,-2.2192095353599494e-22,2021-06-01
-1.1080224220352925e-22,4.163594237579934e-25,8.689432678687697e-26,3.2405940142544217e-25,-2.215574078306108e-22,-1.6631648332905263e-22,-2.218379523410052e-22,-2.2177626534876907e-22,1.0,-1.1062876622545234e-22,2021-06-08
-1.0384036818267437e-22,-1.5605462779311253e-22,6.061704223683667e-23,1.0,-1.2908745875195113e-22,-1.01166929674785e-22,-1.5898434787893454e-22,-2.1151473173548585e-22,-2.4094706897460192e-22,1.0210581140185475e-23,2021-06-15
-1.854530147707542e-23,1.714385393956822e-22,3.064416303402556e-22,2.291616200649516e-22,2.7999684137286473e-22,1.0,3.3560249360159186e-22,3.385493031544489e-22,2.515169770898877e-22,1.6989249496819444e-22,2021-06-22
5.0100855374399065e-22,3.687456435756017e-22,4.1119932609601946e-23,1.5331696281414768e-23,0.8930022234168132,6.87052258018747e-23,0.10699777658318683,6.753566131142806e-22,2.8409584460397154e-22,2.1888608117000187e-22,2021-06-29
1.0,1.6664935770490018e-22,1.1092253344900635e-22,1.664906513862032e-22,1.6659410797557694e-22,-2.3815395954632236e-25,1.2470805882903983e-22,1.1098069408123284e-22,2.220538842383036e-22,-1.1100347016650339e-22,2021-07-06
-1.351111904957532e-22,-1.6464650189535494e-22,-1.0887244080638273e-22,-2.1580614510322763e-22,-2.4184626048833935e-22,1.0,-2.198520281034396e-22,-2.426536925278054e-22,-1.5719314450181784e-22,6.376802382855882e-24,2021-07-13
1.499223048698456e-22,-8.93052384248399e-23,1.7680508264295388e-22,2.236084547815367e-22,1.192398709373306e-23,1.1636794868745219e-22,-2.5326210369471684e-23,1.0,3.6721053490343515e-24,8.957965769608359e-23,2021-07-20
-3.282668542809333e-22,2.165827135572004e-22,-2.705369729981855e-22,1.1032458486216917e-22,0.2912605120692325,0.7087394879307675,1.230544361884378e-22,-7.402968720695724e-23,-3.212352561526432e-22,-3.2299512455480897e-22,2021-07-27
-1.6300750279575388e-22,1.0,-1.9267789024572573e-22,8.628699053783017e-23,-2.1234385860617383e-22,-2.183318999784411e-22,-2.212157571560959e-22,-1.3477101097518195e-22,-1.1016887001206945e-22,-8.866415628321919e-23,2021-08-03
-3.670300114038091e-24,-7.123378414545615e-24,1.0637272944672397e-22,-1.137444193432837e-22,-3.8990804808708154e-24,-5.870880485173541e-24,-9.430431415167046e-23,-6.382100633081075e-24,1.0,5.1738687691251554e-23,2021-08-10
-1.6168926521410462e-22,-1.0395908762472375e-22,-7.638732768486596e-23,1.0,-2.128682502636971e-22,-4.8595610880615356e-23,-2.0724390614361908e-23,6.424788758710037e-23,-1.0276671758451248e-22,-9.64698475726877e-23,2021-08-17
6.0095116381317555e-25,5.872514848583647e-25,-1.108396308793483e-22,5.590646907078279e-23,-4.0501136365947525e-23,1.0,1.3964802426966944e-22,1.3951265585620043e-22,1.4500590977621003e-23,-5.539598979576924e-23,2021-08-24
1.1173785209340192e-22,3.90280947159063e-23,1.1131129167354469e-22,1.672880484951906e-22,3.3361962419783723e-22,2.226552251718189e-22,1.0,1.1190403419267493e-22,1.1154615923316726e-22,1.1149837811148655e-22,2021-08-31
-1.0813882755202137e-22,1.0,-1.0801513868801808e-22,3.5129134872205715e-24,-1.0776218704064817e-22,4.186556564127966e-24,2.4131589855853685e-24,-1.06738178591813e-22,2.236610361156627e-24,-5.299781377631997e-23,2021-09-07
-1.2176261245170855e-23,5.923090261576136e-23,1.1212365036699394e-22,2.042127661204654e-24,2.031108439161147e-24,1.1516335782556434e-22,2.2407134834588467e-22,1.3678029376009266e-24,4.1694985933660646e-24,1.0,2021-09-14
1.0,1.667035926655876e-22,2.224576192582985e-22,3.33504234146705e-22,1.1119349936762237e-22,3.3359618342021683e-22,8.366724120211165e-23,5.27581925712352e-22,2.777736898931827e-22,2.7794046057744678e-22,2021-09-21
-1.148874515106846e-22,-1.9675791840612986e-22,-2.813123310249582e-22,-2.564180101666407e-22,-5.94486574311744e-23,-3.912541872795106e-22,-1.2922763921732718e-22,-2.851765572243943e-22,1.0,-2.2318311100089946e-22,2021-09-28
1.1092515426371913e-22,1.5480502866063325e-25,1.0,1.66544570712395e-22,1.6673716840610278e-22,1.6667832951681666e-22,2.2231025471408097e-22,1.6658907186136536e-22,1.1113328439368727e-22,1.9437384079707476e-22,2021-10-05
