time,open_BTC,high_BTC,low_BTC,close_BTC,volumefrom_BTC,volumeto_BTC,open_ETH,high_ETH,low_ETH,close_ETH,volumefrom_ETH,volumeto_ETH,open_ADA,high_ADA,low_ADA,close_ADA,volumefrom_ADA,volumeto_ADA,open_BNB,high_BNB,low_BNB,close_BNB,volumefrom_BNB,volumeto_BNB,open_XRP,high_XRP,low_XRP,close_XRP,volumefrom_XRP,volumeto_XRP,open_SOL,high_SOL,low_SOL,close_SOL,volumefrom_SOL,volumeto_SOL,open_DOT,high_DOT,low_DOT,close_DOT,volumefrom_DOT,volumeto_DOT,open_DOGE,high_DOGE,low_DOGE,close_DOGE,volumefrom_DOGE,volumeto_DOGE,open_MATIC,high_MATIC,low_MATIC,close_MATIC,volumefrom_MATIC,volumeto_MATIC,open_LTC,high_LTC,low_LTC,close_LTC,volumefrom_LTC,volumeto_LTC
2020-08-04,11234.73,11415.16,11021.07,11194.18,35052.44,393301819.23,386.1,402.84,381.18,389.79,672905.11,263396168.06,0.1393,0.1483,0.1386,0.1435,45244694.14,6475104.38,22.08,22.38,21.69,22.31,1163343.54,25954195.24,0.3103,0.3191,0.2921,0.3015,318140148.68,97038822.59,1.802,1.96,1.785,1.86,88947.0,166309.4,2.869,3.218,2.848,2.848,0.0,0.0,0.0034,0.003576,0.003339,0.003533,58297152.97,201850.21,0.02041,0.02074,0.02041,0.0207,1210115.23,25053.26,58.54,58.55,57.05,57.63,927978.08,53477185.46
2020-08-05,11194.18,11791.62,11095.47,11752.05,48146.58,555395574.17,389.67,410.38,397.57,400.98,1158334.39,464468861.15,0.1435,0.1454,0.1414,0.1427,24774885.73,3555740.86,22.31,24.41,23.07,23.29,1742688.36,40591678.59,0.3015,0.3083,0.291,0.3027,252786518.52,76109577.28,1.873,1.994,1.704,1.749,1356563.0,2372228.56,2.869,3.218,2.848,2.848,0.0,0.0,0.003533,0.003599,0.003401,0.003504,48454173.17,171260.01,0.0207,0.0207,0.02069,0.02069,3199777.58,68811.72,57.63,60.96,58.82,58.92,968513.8,57069461.33
2020-08-06,11752.05,11909.81,11577.8,11771.27,49916.86,587033759.68,400.98,403.28,392.92,395.04,924612.7,365262534.14,0.1427,0.1459,0.1406,0.1445,21371441.76,3065698.0,23.29,23.38,22.57,22.75,972430.83,22126559.74,0.3027,0.3112,0.2977,0.3033,217956676.47,66242545.45,1.758,2.232,1.75,2.19,100464.0,207672.76,2.869,3.218,2.848,2.848,0.0,0.0,0.003504,0.003674,0.003403,0.003563,65918318.84,233462.75,0.02069,0.02175,0.02069,0.02175,1557575.86,34330.73,58.92,60.25,58.34,59.09,984958.49,58202945.87
2020-08-07,11771.27,11912.62,11350.42,11603.82,55865.16,651142052.53,395.07,398.38,365.09,379.57,621342.96,238575183.71,0.1445,0.1476,0.1355,0.1393,28758771.84,4084540.04,22.75,22.65,21.91,22.34,974040.52,21757487.42,0.3033,0.3102,0.2826,0.2947,259687215.82,77376818.68,2.19,2.208,1.87,2.083,100197.0,207168.04,2.869,3.218,2.848,2.848,0.0,0.0,0.003563,0.003694,0.003372,0.003461,39268981.69,138235.69,0.02175,0.022,0.02175,0.022,629399.46,13598.07,59.09,61.01,55.22,57.21,566731.52,33174990.67
2020-08-08,11603.82,11811.4,11534.87,11770.77,23238.62,271582305.12,379.57,397.58,376.32,397.56,300976.24,116573197.91,0.1393,0.1482,0.138,0.1469,31743527.99,4560754.32,22.34,23.0,22.26,22.93,906052.36,20775291.31,0.2947,0.2989,0.2903,0.2953,149593080.75,44032380.07,2.083,2.578,2.018,2.465,130338.0,293702.94,2.869,3.218,2.848,2.848,0.0,0.0,0.003461,0.003595,0.003402,0.003503,36103216.77,125703.58,0.022,0.02298,0.02166,0.02293,776269.93,17251.94,57.21,58.55,56.53,58.41,250695.88,14466622.53
2020-08-09,11770.77,11802.93,11533.93,11686.34,19874.64,231830330.42,397.56,400.32,384.27,390.28,333210.44,130828493.0,0.1469,0.1526,0.1424,0.1454,43546819.61,6408799.58,22.93,22.85,22.32,22.45,777942.16,17464380.73,0.2953,0.2986,0.2825,0.288,174058342.82,50421040.77,2.465,2.717,2.283,2.663,74062.0,181927.1,2.869,3.218,2.848,2.848,0.0,0.0,0.003503,0.00358,0.0034,0.003431,44040659.28,152183.68,0.02293,0.02376,0.02241,0.02314,1268742.29,29452.18,58.41,58.68,56.17,56.97,237957.69,13646511.57
2020-08-10,11686.34,12074.31,11640.41,11897.41,56105.27,667803525.71,390.32,399.28,390.95,395.71,956341.34,378431781.83,0.1454,0.1465,0.143,0.1442,20380195.05,2949606.37,22.45,22.9,22.25,22.64,817134.98,18500566.15,0.288,0.3005,0.288,0.2947,213979734.77,63074715.01,2.663,3.397,2.498,3.12,403154.0,1185982.17,2.869,3.218,2.848,2.848,0.0,0.0,0.003431,0.003575,0.003401,0.003497,59004674.92,206438.16,0.02314,0.0247,0.022,0.02411,456073.13,10798.89,56.98,59.26,57.35,58.33,894996.83,52207851.19
2020-08-11,11897.41,11940.4,11138.6,11389.01,62677.5,724227264.93,395.84,398.33,366.89,378.94,550483.67,211575268.55,0.1442,0.1445,0.1329,0.137,37606981.06,5216291.43,22.64,21.8,21.0,21.24,892521.66,18957609.58,0.2947,0.3074,0.2707,0.283,320006092.26,93554992.19,3.12,3.51,2.75,3.277,455449.0,1431500.87,2.869,3.218,2.848,2.848,0.0,0.0,0.003497,0.003572,0.003303,0.003396,90274925.7,309206.55,0.02411,0.02621,0.02212,0.02258,1711235.08,41259.7,58.32,59.68,52.55,54.12,554127.52,31075004.21
2020-08-12,11389.01,11621.05,11182.8,11570.19,37568.86,430758054.54,378.94,389.5,366.09,387.19,433691.32,165583849.9,0.137,0.138,0.1243,0.1368,42351700.55,5637753.74,21.24,22.15,21.24,21.52,1111680.84,23923986.88,0.283,0.2874,0.2723,0.2824,215264339.66,60605269.66,3.277,3.928,3.078,3.708,210044.0,711627.82,2.869,3.218,2.848,2.848,0.0,0.0,0.003396,0.003498,0.003301,0.00347,28782046.71,99250.97,0.02258,0.02603,0.02258,0.02589,1053438.51,25964.99,54.12,55.05,51.7,54.55,353772.16,19160416.36
2020-08-13,11570.19,11795.34,11284.57,11790.68,42205.26,487564726.98,387.19,431.71,377.01,424.97,812446.96,326856513.91,0.1368,0.1421,0.1324,0.1394,72152956.69,9896430.08,21.52,22.0,21.48,21.8,1117631.61,24365450.21,0.2824,0.2959,0.2725,0.2949,273995165.0,77452528.04,3.708,4.135,3.5,3.72,239189.0,918338.98,2.869,3.218,2.848,2.848,0.0,0.0,0.00347,0.003509,0.003302,0.003491,65091946.96,222926.48,0.02589,0.02847,0.02448,0.02743,3097508.97,84317.9,54.52,57.51,54.24,57.17,876747.63,50126298.67
2020-08-14,11790.68,11863.43,11657.2,11774.52,37248.83,437825096.08,424.97,444.64,418.03,438.51,721487.48,310718163.89,0.1394,0.1416,0.1381,0.1386,25631427.3,3573221.32,21.8,23.44,21.45,23.13,1816239.62,42000826.87,0.2949,0.3076,0.2903,0.3004,313993179.04,93776554.41,3.72,3.777,3.315,3.4,104387.0,368428.93,2.869,3.218,2.848,2.848,0.0,0.0,0.003491,0.003663,0.003402,0.00356,50074615.31,175386.88,0.02743,0.02878,0.02675,0.02846,805083.91,22051.98,57.19,57.91,55.95,56.81,401671.6,22820646.58
2020-08-15,11774.52,11981.62,11697.88,11860.91,31094.75,369258184.57,438.48,442.89,424.74,432.57,958093.71,414440093.31,0.1386,0.1422,0.1368,0.1386,20648609.62,2868577.13,23.13,23.78,22.6,23.03,1259495.31,29011072.92,0.3004,0.3054,0.2921,0.2992,218635156.62,65575497.57,3.4,3.735,3.143,3.167,78561.0,263684.49,2.869,3.218,2.848,2.848,0.0,0.0,0.00356,0.003654,0.003402,0.003541,46077499.65,163354.0,0.02846,0.0322,0.02728,0.03059,3457845.85,105444.48,56.81,60.87,56.78,59.92,638969.54,37653946.1
2020-08-16,11860.91,11934.96,11701.22,11917.97,22029.01,260716863.02,432.63,436.95,412.94,433.85,430834.33,183747481.55,0.1386,0.1397,0.1354,0.139,21266449.25,2930121.71,23.03,23.93,22.86,23.53,1451960.16,34158920.4,0.2992,0.3047,0.2924,0.3046,192659211.05,57625191.0,3.167,3.49,3.13,3.39,120771.0,401329.0,2.869,3.218,2.848,2.848,0.0,0.0,0.003541,0.003599,0.003411,0.003523,43334306.09,151935.44,0.03059,0.031,0.02864,0.02977,1539847.55,46173.8,59.92,64.56,58.41,63.92,727932.61,44941848.45
2020-08-17,11917.97,12474.73,11775.66,12301.19,56064.01,682170133.05,433.85,447.0,420.72,431.26,508591.11,220294114.98,0.139,0.1448,0.138,0.1409,31604303.32,4486526.24,23.53,24.36,23.03,23.54,1149681.26,27068644.74,0.3046,0.3274,0.2974,0.3157,408924824.75,128482397.18,3.39,3.397,3.095,3.105,120061.0,388144.83,2.869,3.218,2.848,2.848,0.0,0.0,0.003523,0.003767,0.003411,0.003588,79680739.2,287670.72,0.02977,0.0319,0.02822,0.02911,2968251.84,88542.57,63.92,68.96,61.49,67.29,1159068.54,75986629.52
2020-08-18,12301.19,12397.4,11855.24,11956.69,49904.68,604246043.52,431.28,426.14,415.73,422.19,762840.88,322064343.35,0.1409,0.1439,0.135,0.1372,30566945.08,4225551.94,23.54,23.21,22.54,23.0,1120624.45,25779597.41,0.3157,0.3218,0.2995,0.3027,268969183.04,83412863.76,3.105,3.69,2.86,3.335,240387.0,761006.57,2.869,3.218,2.848,2.848,0.0,0.0,0.003588,0.00375,0.003403,0.003506,59675219.13,212905.98,0.02911,0.02985,0.02652,0.02741,1080155.61,30690.03,67.29,68.45,63.69,65.51,927086.31,61569942.24
2020-08-19,11956.69,12021.8,11592.2,11760.37,50094.06,590122894.96,422.38,426.84,394.63,407.85,593539.86,242013764.61,0.1372,0.1382,0.1272,0.1297,30577626.37,4035399.99,23.0,22.8,22.12,22.38,878405.62,19658703.82,0.3027,0.3061,0.2794,0.2899,270635250.69,79031256.38,3.335,3.5,2.855,2.93,165256.0,494545.4,2.869,3.218,2.848,2.848,0.0,0.0,0.003506,0.003569,0.003292,0.003397,65324835.2,221488.47,0.02741,0.02741,0.02428,0.02552,1627694.8,42095.2,65.51,67.12,58.88,62.11,802707.22,50099948.39
2020-08-20,11760.37,11888.72,11679.03,11863.43,43209.58,510502416.84,407.85,419.09,402.63,416.04,594336.14,245429680.33,0.1297,0.1346,0.1264,0.1342,62448950.02,8179896.62,22.38,23.43,22.37,23.1,1162863.72,26859940.41,0.2899,0.2947,0.2847,0.2924,222838721.08,64816656.31,2.93,3.458,2.93,3.22,240876.0,767177.48,2.869,3.218,2.848,2.848,0.0,0.0,0.003397,0.0035,0.003309,0.003492,47633458.62,163549.44,0.02552,0.02684,0.02492,0.02684,382618.07,10041.41,62.11,63.66,61.08,62.82,778795.64,48796344.62
2020-08-21,11863.43,11882.67,11494.52,11527.35,63548.27,745059089.73,416.04,418.78,385.2,387.98,833269.52,335992540.64,0.1342,0.1344,0.1216,0.1229,91440207.26,11776022.58,23.1,22.66,21.79,22.06,1066492.15,23530387.34,0.2924,0.2959,0.2781,0.2792,289906940.02,83271856.33,3.22,3.245,2.938,3.0,235242.0,730783.12,2.869,3.218,2.848,2.848,44664.81,206111.81,0.003492,0.003596,0.003331,0.003378,68005607.35,234988.37,0.02684,0.0289,0.025,0.025,1170589.9,32251.66,62.82,63.83,58.82,59.16,976042.15,59943035.43
2020-08-22,11527.35,11686.02,11379.06,11670.42,49538.11,572197825.57,387.98,397.18,379.8,395.46,704832.42,274291152.47,0.1229,0.1262,0.1183,0.1253,84207229.64,10373929.94,22.06,22.38,21.82,22.22,852471.48,18942325.2,0.2792,0.2867,0.2734,0.2862,233153528.15,65178214.15,3.0,3.22,2.79,3.047,97545.0,289789.27,2.848,4.524,2.8,4.512,412163.59,1564976.41,0.003378,0.003499,0.0033,0.003401,35178610.3,119159.34,0.025,0.02638,0.02396,0.02542,399989.08,10186.43,59.16,60.5,57.8,60.25,801960.58,47596625.26
2020-08-23,11670.42,11713.62,11521.6,11651.52,33405.25,388308826.36,395.46,397.58,383.56,390.72,400399.03,156583241.04,0.1253,0.1259,0.1195,0.1215,64772529.12,7945897.18,22.22,22.25,21.63,21.85,659712.98,14412485.59,0.2862,0.288,0.2775,0.2849,152091819.7,43097229.17,3.047,3.46,3.022,3.275,96307.0,313716.53,4.512,4.512,3.73,4.053,72324.75,295346.26,0.003401,0.003499,0.003322,0.003405,37133632.58,126537.06,0.02542,0.026,0.02529,0.02529,287653.28,7359.23,60.25,61.59,58.06,60.55,626203.02,37337741.41
2020-08-24,11651.52,11827.45,11594.64,11756.4,39119.97,459366140.6,390.72,410.39,387.72,408.03,668668.61,269045578.82,0.1215,0.127,0.1201,0.1237,77809944.45,9662533.63,21.85,22.87,21.96,22.61,833743.83,18848911.33,0.2849,0.292,0.2825,0.2887,163061503.15,46927536.56,3.275,3.63,3.223,3.33,139673.0,479656.77,4.053,4.807,3.85,4.562,155436.25,672466.57,0.003405,0.003498,0.003232,0.003403,71661738.84,243469.22,0.02529,0.02847,0.02529,0.02801,476431.47,13100.46,60.55,63.0,60.01,62.11,734103.15,45442241.68
2020-08-25,11756.4,11767.64,11130.36,11330.56,50836.08,583786229.48,408.03,409.1,370.38,383.34,657420.71,256111120.78,0.1237,0.1238,0.1063,0.1126,65939158.71,7699604.99,22.61,21.89,21.11,21.41,915700.59,19609506.9,0.2887,0.2896,0.2704,0.2767,183985675.8,51569492.25,3.33,3.37,2.99,3.26,94338.0,295483.03,4.562,5.775,4.533,5.566,172598.24,891296.29,0.003403,0.003498,0.003204,0.0033,71063482.42,236120.31,0.02801,0.0296,0.02531,0.02556,446422.13,11846.97,62.11,62.27,56.72,58.44,557908.43,33350143.27
2020-08-26,11330.56,11542.65,11259.23,11466.89,27168.29,309986442.65,383.34,393.33,377.76,386.02,338689.99,130709996.59,0.1126,0.1183,0.1107,0.1144,21686624.36,2483949.36,21.41,22.59,21.65,22.22,1075187.74,23893717.4,0.2767,0.2809,0.2743,0.2765,136379796.99,37843873.49,3.26,3.8,3.19,3.55,168514.0,586267.22,5.566,6.553,5.125,6.093,693382.68,4123483.16,0.0033,0.003375,0.003067,0.00328,40273496.87,131721.12,0.02556,0.02772,0.02556,0.02705,412308.41,11193.82,58.39,59.09,57.88,58.15,806259.57,46882864.58
2020-08-27,11466.89,11591.64,11135.52,11331.02,40978.91,464957172.93,385.98,387.86,377.32,382.99,841628.48,322334008.91,0.1144,0.1157,0.1031,0.1073,42047628.18,4543389.04,22.22,23.19,21.94,23.13,1331127.13,30784460.42,0.2765,0.2785,0.2551,0.2646,204003733.79,54437101.7,3.55,3.86,3.26,3.442,112122.0,392310.77,6.093,6.797,5.245,5.656,393736.69,2325682.07,0.00328,0.003326,0.003115,0.0032,44276033.66,142343.79,0.02705,0.02742,0.02524,0.02599,419487.65,11125.35,58.15,58.01,55.05,56.11,1005665.97,56429135.48
2020-08-28,11331.02,11553.81,11289.07,11535.21,30815.36,353027933.9,382.99,398.08,388.28,395.54,713748.95,282317937.64,0.1073,0.1115,0.1062,0.1096,22381018.15,2446282.5,23.13,23.88,22.84,23.09,1073957.18,24801419.85,0.2646,0.2734,0.2602,0.2719,156236726.81,41949955.32,3.442,4.31,3.442,3.995,156915.0,600700.58,5.656,6.35,5.52,6.17,1609961.67,9746485.64,0.0032,0.003299,0.00316,0.003241,19281286.19,62173.22,0.02599,0.02739,0.02599,0.02714,439647.97,11777.63,56.11,58.39,56.58,57.42,953119.3,54730278.91
2020-08-29,11535.21,11585.98,11433.8,11480.48,16305.87,187746012.8,395.54,404.11,392.52,398.95,623460.61,248727540.47,0.1096,0.1181,0.1085,0.1166,19035365.18,2152707.54,23.09,23.4,22.73,22.97,933885.67,21453632.97,0.2719,0.2771,0.269,0.2741,97428126.03,26636713.76,3.995,4.115,3.77,3.95,86491.0,342660.05,6.17,6.566,6.02,6.148,1183643.98,7526399.84,0.003241,0.003339,0.00321,0.0033,15668573.27,51229.89,0.02714,0.02821,0.02671,0.02781,479952.83,13213.89,57.42,57.92,56.98,57.15,556475.68,31802490.2
2020-08-30,11480.48,11718.98,11470.07,11716.54,16398.78,190649396.2,398.95,430.11,407.15,429.18,990688.35,425180515.49,0.1166,0.1189,0.1142,0.1176,15233999.98,1778262.45,22.97,23.96,23.14,23.64,820311.8,19395433.92,0.2741,0.2839,0.274,0.2831,142291307.92,39775882.59,3.95,4.7,3.91,4.42,185417.0,821464.39,6.148,6.218,5.269,5.86,1005329.49,5985353.59,0.0033,0.003396,0.003201,0.003308,29109963.88,95803.38,0.02781,0.02864,0.02756,0.02769,154571.5,4345.12,57.01,62.93,56.97,62.9,546969.19,33132065.65
2020-08-31,11716.54,11775.27,11586.36,11657.81,26331.03,307926585.75,429.18,436.58,420.61,434.14,1167183.52,506717370.21,0.1176,0.1268,0.1135,0.1226,30725729.98,3719129.86,23.64,23.83,23.0,23.15,748154.88,17321589.02,0.2831,0.2845,0.2784,0.2814,172628470.35,48596940.76,4.42,4.88,4.085,4.81,193900.0,859481.3,5.86,6.477,5.759,6.293,962334.19,5953036.21,0.003308,0.003372,0.003143,0.003286,23408889.02,75456.05,0.02769,0.02769,0.02666,0.02691,211404.18,5713.92,62.91,63.29,60.5,60.99,1029436.75,62789117.1
2020-09-01,11657.81,12062.06,11540.42,11926.69,45202.86,537292263.85,434.14,483.63,442.6,475.99,1764604.57,839941536.91,0.1226,0.1282,0.1196,0.1247,25472267.37,3161304.55,23.15,25.34,23.09,24.74,2052863.69,50779543.98,0.2814,0.299,0.2763,0.2955,210884947.57,61333951.9,4.81,4.963,4.31,4.317,113743.0,530960.59,6.293,6.861,6.144,6.255,1277798.72,8262846.76,0.003286,0.003333,0.003122,0.003306,32328434.47,104819.04,0.02691,0.02702,0.02589,0.02589,1259118.11,33140.43,60.99,63.84,61.74,62.73,1119590.88,70236850.23
2020-09-02,11926.69,11954.28,11219.19,11397.9,53717.87,618129314.2,475.81,481.22,421.58,439.83,892744.77,399846874.92,0.1247,0.1266,0.1112,0.1153,31678493.54,3695898.13,24.74,25.04,23.62,24.71,2692285.64,66528120.61,0.2955,0.3039,0.2667,0.2762,256586836.33,72986213.96,4.317,4.353,3.6,4.185,249498.0,1008237.54,6.255,6.44,5.599,6.128,1097196.13,6611614.72,0.003306,0.003312,0.003004,0.0031,48927094.75,154116.97,0.02589,0.0265,0.02214,0.02383,1030816.82,25498.83,62.73,60.58,57.64,58.1,943453.06,54809996.38
2020-09-03,11397.9,11469.2,10017.43,10174.62,82662.97,894736678.62,439.83,450.71,374.19,382.46,1147290.59,473102908.76,0.1153,0.1168,0.09493,0.09523,39020857.14,4109787.91,24.71,22.76,20.32,20.37,2818468.77,57411051.13,0.2762,0.2767,0.2403,0.2449,258889543.5,67902305.1,4.185,4.455,3.417,3.493,311639.0,1205148.46,6.128,6.366,5.605,5.717,1313509.4,7937978.45,0.0031,0.0032,0.002801,0.002864,118696617.08,350962.0,0.02383,0.02411,0.01814,0.01975,675525.06,14576.74,58.1,58.65,45.81,48.37,830270.75,44703604.43
2020-09-04,10174.62,10638.71,10020.02,10467.33,54204.6,562742223.01,382.46,400.18,364.11,385.91,622038.92,239570368.52,0.09523,0.104,0.09295,0.102,28411037.05,2820975.27,20.37,21.78,20.32,21.03,1392825.79,29289546.86,0.2449,0.2657,0.2414,0.2545,176847508.19,44555535.48,3.493,3.822,3.08,3.553,203007.0,696633.97,5.717,5.984,4.571,5.127,1250630.31,6504986.68,0.002864,0.002932,0.002702,0.002816,48225196.48,135620.24,0.01975,0.02023,0.01857,0.01955,1459481.65,28278.84,48.37,52.35,47.01,50.48,500849.82,24842387.04
2020-09-05,10467.33,10570.95,9880.05,10167.97,60292.64,614402772.13,385.91,394.66,310.93,335.24,1499688.45,522017043.23,0.102,0.1038,0.08638,0.08985,38945014.35,3634392.92,21.03,20.75,18.53,19.49,1723940.69,33603049.33,0.2545,0.2595,0.2316,0.2375,203581177.49,49648341.27,3.553,3.665,2.033,2.567,341617.0,896602.32,5.127,5.304,3.576,4.136,3095552.76,13619253.64,0.002816,0.002928,0.002663,0.002755,60113179.93,167575.32,0.01955,0.02042,0.0175,0.0185,548830.65,10299.67,50.48,51.3,45.46,47.77,632360.78,30550877.38
2020-09-06,10167.97,10361.12,10019.56,10260.37,29450.0,300644746.65,335.24,360.31,316.82,352.69,958760.77,327280613.14,0.08985,0.09555,0.08566,0.09271,22067569.72,2030802.02,19.48,23.51,20.02,23.18,864231.34,20028785.92,0.2375,0.2461,0.2301,0.2399,155281130.49,36932833.7,2.567,3.125,2.25,3.038,157569.0,424837.0,4.136,4.91,3.742,4.784,1596989.44,7068395.91,0.002755,0.002802,0.002657,0.002787,97811980.31,267461.89,0.0185,0.0193,0.01749,0.01878,1303980.6,24485.14,47.8,49.05,47.41,47.95,716360.62,34347134.19
2020-09-07,10260.37,10411.92,9893.68,10379.08,41648.61,422137373.09,352.69,358.54,323.67,353.7,693531.32,238264362.56,0.09271,0.09418,0.08641,0.09351,29832368.29,2694766.3,23.21,23.74,21.08,22.46,2356484.85,52927425.3,0.2399,0.2429,0.2301,0.2422,132584444.96,31469757.36,3.038,3.145,2.345,2.947,105553.0,285245.28,4.784,4.825,4.022,4.59,1478749.8,6524917.06,0.002787,0.002899,0.00267,0.0028,86564524.41,239401.14,0.01878,0.019,0.0175,0.019,140597.38,2554.17,47.95,49.56,47.43,48.85,902712.61,44101419.35
2020-09-08,10379.08,10443.72,9855.68,10128.54,54770.65,553186747.41,353.7,356.57,325.75,337.45,655015.89,222558039.13,0.09351,0.09681,0.08854,0.09104,17921868.2,1643330.15,22.46,23.4,21.63,23.26,2091443.85,48636794.1,0.2422,0.2437,0.2313,0.2366,144462909.88,34199644.26,2.934,2.869,2.409,2.466,1246488.0,3074212.72,4.59,4.623,4.119,4.272,866043.27,3743432.2,0.0028,0.002807,0.002643,0.002721,62962334.33,172782.0,0.019,0.01927,0.018,0.01817,105096.22,1973.24,48.85,48.32,46.99,47.45,889953.07,42230239.88
2020-09-09,10128.54,10349.09,9989.63,10228.85,33984.18,346738492.44,337.45,359.2,331.01,351.15,547236.41,190044274.6,0.09104,0.09611,0.08937,0.09338,14871771.33,1393806.22,23.26,24.53,22.93,24.52,1696961.78,41607048.11,0.2366,0.243,0.2332,0.2392,121860470.7,29129499.95,2.465,3.837,2.373,3.6,154836.0,513020.62,4.272,4.791,4.139,4.697,952095.97,4327914.11,0.002721,0.002803,0.002689,0.002774,26871549.76,73320.84,0.01817,0.02118,0.01817,0.02058,1513885.76,30199.27,47.45,48.38,47.68,47.86,903340.42,43234585.37
2020-09-10,10228.85,10493.32,10221.37,10345.68,43679.85,452098495.16,351.15,377.54,350.44,368.09,674808.42,248139178.76,0.09338,0.09949,0.09338,0.09714,34233270.59,3355701.4,24.52,25.51,24.03,24.51,1606020.39,39361818.7,0.2392,0.2488,0.2391,0.2432,140827191.19,34440282.56,3.6,3.853,3.298,3.445,130542.0,464513.73,4.697,4.892,4.447,4.582,969541.68,4510647.87,0.002774,0.002899,0.002702,0.002802,75554361.77,211362.58,0.02058,0.02158,0.02025,0.02055,1579612.56,32925.0,47.86,49.26,48.28,48.7,831116.52,40472977.38
2020-09-11,10345.68,10412.6,10215.49,10398.5,25800.65,266084892.24,368.09,375.31,356.15,373.99,441319.3,161816528.74,0.09714,0.0975,0.09333,0.097,10686012.02,1022133.04,24.51,25.79,23.5,25.42,1455763.05,37011803.82,0.2432,0.2446,0.237,0.2427,102238639.98,24696146.34,3.48,3.512,3.093,3.403,1406467.0,4786810.65,4.582,4.732,4.323,4.653,714122.5,3219497.24,0.002802,0.002838,0.002702,0.002799,30117645.6,83755.29,0.02055,0.0216,0.02013,0.02137,526417.91,10776.63,48.7,49.57,48.32,49.02,838122.26,41083520.31
2020-09-12,10398.5,10486.76,10282.43,10448.0,17704.47,184001054.5,374.03,388.14,369.96,388.04,698082.56,270883063.04,0.097,0.09847,0.09471,0.09779,14426083.83,1394048.45,25.42,28.56,25.51,28.53,2014721.92,57487043.73,0.2427,0.2487,0.2403,0.2476,72668329.6,17760762.29,3.42,3.485,3.155,3.322,39665.0,132292.78,4.653,5.299,4.506,5.157,859992.15,4243582.65,0.002799,0.0029,0.002702,0.002801,67121088.52,187799.43,0.02137,0.02139,0.0208,0.0213,387963.14,8196.19,49.02,51.15,49.11,50.85,1122236.78,57066207.11
2020-09-13,10448.0,10578.97,10224.4,10332.36,28905.77,299956975.1,388.04,383.85,357.71,366.28,1034609.9,378959151.0,0.09779,0.09973,0.09284,0.09503,12757205.34,1223577.3,28.53,31.75,27.9,31.18,3422664.44,106729159.08,0.2476,0.2534,0.2379,0.2422,103547998.27,25398424.02,3.338,3.405,3.007,3.263,1346111.0,4392305.39,5.157,5.479,4.788,5.311,963290.46,4974461.6,0.002801,0.002822,0.0027,0.002774,29495782.46,81959.04,0.0213,0.02156,0.01951,0.01985,1429291.94,28932.01,50.85,50.36,47.76,48.15,842901.9,40584712.98
2020-09-14,10332.36,10753.33,10259.62,10678.31,34032.31,359274837.28,366.28,382.82,370.75,377.26,1111989.07,419514214.33,0.09503,0.09766,0.09311,0.09677,14031871.66,1347634.01,31.18,33.78,29.49,31.16,2927976.69,91233729.2,0.2422,0.2491,0.2393,0.2457,107491746.33,26349630.03,3.215,3.522,3.078,3.265,62738.0,209641.57,5.311,5.609,5.089,5.362,1223223.79,6593945.48,0.002774,0.002837,0.002705,0.002791,18592237.28,51596.25,0.01985,0.02057,0.01985,0.02055,331783.41,6727.21,48.15,49.77,48.62,49.12,1094257.94,53750197.32
2020-09-15,10678.31,10936.89,10632.26,10786.7,34224.45,369481767.48,377.26,382.28,362.54,364.16,872072.14,317572911.45,0.09677,0.09774,0.09309,0.09334,10549344.97,1007778.53,31.16,31.64,26.79,27.11,3108449.08,84260658.03,0.2457,0.2492,0.2424,0.2433,117376204.39,28833489.16,3.265,3.315,2.902,2.902,67163.0,211670.89,5.362,5.445,5.056,5.059,961102.03,5054563.43,0.002791,0.0029,0.002703,0.002894,145901250.93,408920.87,0.02055,0.02177,0.02019,0.0204,1801114.47,38058.38,49.12,50.2,48.26,48.31,948296.17,45815629.62
2020-09-16,10786.7,11094.7,10670.02,10957.1,34093.35,372894154.99,364.16,370.9,363.23,365.09,779983.24,284764527.24,0.09334,0.09347,0.0899,0.09145,19004473.36,1732349.11,27.11,28.63,26.53,27.85,2388025.85,66513560.3,0.2433,0.2511,0.2346,0.2468,141723939.86,34482917.3,2.902,2.908,2.445,2.547,71738.0,188217.41,5.059,5.281,4.969,5.074,562683.69,3086350.68,0.002894,0.002903,0.002724,0.002803,22233314.95,62623.05,0.0204,0.02051,0.0196,0.0201,363359.27,7275.65,48.31,49.08,47.73,47.76,927782.36,44312740.06
2020-09-17,10957.1,11047.25,10755.99,10945.14,26980.75,293584349.54,365.09,394.57,364.04,389.54,1409168.77,548924125.68,0.09145,0.09455,0.09104,0.09418,14239277.3,1322276.01,27.85,28.67,26.27,27.1,1819461.11,49307699.28,0.2468,0.2583,0.2462,0.2523,157207134.62,39629658.35,2.547,2.953,2.315,2.9,70746.0,185681.54,5.074,5.421,5.054,5.348,789689.25,4148194.41,0.002803,0.002894,0.002709,0.002806,14969793.63,42012.93,0.0201,0.02055,0.01966,0.02055,404226.79,8201.17,47.76,49.38,47.7,48.88,686026.67,33533666.39
